CODE,DESCRIPTION,CATEGORY
A564,Chlamydial infection of pharynx,Infectious & Parasitic Diseases
A568,Sexually transmitted chlamydial infection of other sites,Infectious & Parasitic Diseases
A57,Chancroid,Infectious & Parasitic Diseases
A58,Granuloma inguinale,Infectious & Parasitic Diseases
A5900,"Urogenital trichomoniasis, unspecified",Infectious & Parasitic Diseases
A5901,Trichomonal vulvovaginitis,Infectious & Parasitic Diseases
A5902,Trichomonal prostatitis,Infectious & Parasitic Diseases
A5903,Trichomonal cystitis and urethritis,Infectious & Parasitic Diseases
A5909,Other urogenital trichomoniasis,Infectious & Parasitic Diseases
A598,Trichomoniasis of other sites,Infectious & Parasitic Diseases
A599,"Trichomoniasis, unspecified",Infectious & Parasitic Diseases
A6000,"Herpesviral infection of urogenital system, unspecified",Infectious & Parasitic Diseases
A6001,Herpesviral infection of penis,Infectious & Parasitic Diseases
A6002,Herpesviral infection of other male genital organs,Infectious & Parasitic Diseases
A6003,Herpesviral cervicitis,Infectious & Parasitic Diseases
A6004,Herpesviral vulvovaginitis,Infectious & Parasitic Diseases
A6009,Herpesviral infection of other urogenital tract,Infectious & Parasitic Diseases
A601,Herpesviral infection of perianal skin and rectum,Infectious & Parasitic Diseases
A609,"Anogenital herpesviral infection, unspecified",Infectious & Parasitic Diseases
A630,Anogenital (venereal) warts,Infectious & Parasitic Diseases
A638,Other specified predominantly sexually transmitted diseases,Infectious & Parasitic Diseases
A64,Unspecified sexually transmitted disease,Infectious & Parasitic Diseases
A65,Nonvenereal syphilis,Infectious & Parasitic Diseases
A660,Initial lesions of yaws,Infectious & Parasitic Diseases
A661,Multiple papillomata and wet crab yaws,Infectious & Parasitic Diseases
A662,Other early skin lesions of yaws,Infectious & Parasitic Diseases
A663,Hyperkeratosis of yaws,Infectious & Parasitic Diseases
A664,Gummata and ulcers of yaws,Infectious & Parasitic Diseases
A665,Gangosa,Infectious & Parasitic Diseases
A666,Bone and joint lesions of yaws,Infectious & Parasitic Diseases
A667,Other manifestations of yaws,Infectious & Parasitic Diseases
A668,Latent yaws,Infectious & Parasitic Diseases
A669,"Yaws, unspecified",Infectious & Parasitic Diseases
A670,Primary lesions of pinta,Infectious & Parasitic Diseases
A671,Intermediate lesions of pinta,Infectious & Parasitic Diseases
A672,Late lesions of pinta,Infectious & Parasitic Diseases
A673,Mixed lesions of pinta,Infectious & Parasitic Diseases
A679,"Pinta, unspecified",Infectious & Parasitic Diseases
A680,Louse-borne relapsing fever,Infectious & Parasitic Diseases
A681,Tick-borne relapsing fever,Infectious & Parasitic Diseases
A689,"Relapsing fever, unspecified",Infectious & Parasitic Diseases
A690,Necrotizing ulcerative stomatitis,Infectious & Parasitic Diseases
A691,Other Vincent's infections,Infectious & Parasitic Diseases
A6920,"Lyme disease, unspecified",Infectious & Parasitic Diseases
A6921,Meningitis due to Lyme disease,Infectious & Parasitic Diseases
A6922,Other neurologic disorders in Lyme disease,Infectious & Parasitic Diseases
A6923,Arthritis due to Lyme disease,Infectious & Parasitic Diseases
A6929,Other conditions associated with Lyme disease,Infectious & Parasitic Diseases
A698,Other specified spirochetal infections,Infectious & Parasitic Diseases
A699,"Spirochetal infection, unspecified",Infectious & Parasitic Diseases
A70,Chlamydia psittaci infections,Infectious & Parasitic Diseases
A710,Initial stage of trachoma,Infectious & Parasitic Diseases
A711,Active stage of trachoma,Infectious & Parasitic Diseases
A719,"Trachoma, unspecified",Infectious & Parasitic Diseases
A740,Chlamydial conjunctivitis,Infectious & Parasitic Diseases
A7481,Chlamydial peritonitis,Infectious & Parasitic Diseases
A7489,Other chlamydial diseases,Infectious & Parasitic Diseases
A749,"Chlamydial infection, unspecified",Infectious & Parasitic Diseases
A750,Epidemic louse-borne typhus fever d/t Rickettsia prowazekii,Infectious & Parasitic Diseases
A751,Recrudescent typhus [Brill's disease],Infectious & Parasitic Diseases
A752,Typhus fever due to Rickettsia typhi,Infectious & Parasitic Diseases
A753,Typhus fever due to Rickettsia tsutsugamushi,Infectious & Parasitic Diseases
A759,"Typhus fever, unspecified",Infectious & Parasitic Diseases
A770,Spotted fever due to Rickettsia rickettsii,Infectious & Parasitic Diseases
A771,Spotted fever due to Rickettsia conorii,Infectious & Parasitic Diseases
A772,Spotted fever due to Rickettsia siberica,Infectious & Parasitic Diseases
A773,Spotted fever due to Rickettsia australis,Infectious & Parasitic Diseases
A7740,"Ehrlichiosis, unspecified",Infectious & Parasitic Diseases
A7741,Ehrlichiosis chaffeensis [E. chaffeensis],Infectious & Parasitic Diseases
A7749,Other ehrlichiosis,Infectious & Parasitic Diseases
A778,Other spotted fevers,Infectious & Parasitic Diseases
A779,"Spotted fever, unspecified",Infectious & Parasitic Diseases
A78,Q fever,Infectious & Parasitic Diseases
A790,Trench fever,Infectious & Parasitic Diseases
A791,Rickettsialpox due to Rickettsia akari,Infectious & Parasitic Diseases
A7981,Rickettsiosis due to Ehrlichia sennetsu,Infectious & Parasitic Diseases
A7982,Anaplasmosis [A. phagocytophilum],Infectious & Parasitic Diseases
A7989,Other specified rickettsioses,Infectious & Parasitic Diseases
A799,"Rickettsiosis, unspecified",Infectious & Parasitic Diseases
A800,"Acute paralytic poliomyelitis, vaccine-associated",Infectious & Parasitic Diseases
A801,"Acute paralytic poliomyelitis, wild virus, imported",Infectious & Parasitic Diseases
A802,"Acute paralytic poliomyelitis, wild virus, indigenous",Infectious & Parasitic Diseases
A8030,"Acute paralytic poliomyelitis, unspecified",Infectious & Parasitic Diseases
A8039,Other acute paralytic poliomyelitis,Infectious & Parasitic Diseases
A804,Acute nonparalytic poliomyelitis,Infectious & Parasitic Diseases
A809,"Acute poliomyelitis, unspecified",Infectious & Parasitic Diseases
A8100,"Creutzfeldt-Jakob disease, unspecified",Infectious & Parasitic Diseases
A8101,Variant Creutzfeldt-Jakob disease,Infectious & Parasitic Diseases
A8109,Other Creutzfeldt-Jakob disease,Infectious & Parasitic Diseases
A811,Subacute sclerosing panencephalitis,Infectious & Parasitic Diseases
A812,Progressive multifocal leukoencephalopathy,Infectious & Parasitic Diseases
A8181,Kuru,Infectious & Parasitic Diseases
A8182,Gerstmann-Straussler-Scheinker syndrome,Infectious & Parasitic Diseases
A8183,Fatal familial insomnia,Infectious & Parasitic Diseases
A8189,Other atypical virus infections of central nervous system,Infectious & Parasitic Diseases
A819,"Atypical virus infection of central nervous system, unsp",Infectious & Parasitic Diseases
A820,Sylvatic rabies,Infectious & Parasitic Diseases
A821,Urban rabies,Infectious & Parasitic Diseases
A829,"Rabies, unspecified",Infectious & Parasitic Diseases
A830,Japanese encephalitis,Infectious & Parasitic Diseases
A831,Western equine encephalitis,Infectious & Parasitic Diseases
A832,Eastern equine encephalitis,Infectious & Parasitic Diseases
A833,St Louis encephalitis,Infectious & Parasitic Diseases
A834,Australian encephalitis,Infectious & Parasitic Diseases
A835,California encephalitis,Infectious & Parasitic Diseases
A836,Rocio virus disease,Infectious & Parasitic Diseases
A838,Other mosquito-borne viral encephalitis,Infectious & Parasitic Diseases
A839,"Mosquito-borne viral encephalitis, unspecified",Infectious & Parasitic Diseases
A840,Far Eastern tick-borne encephalitis,Infectious & Parasitic Diseases
A841,Central European tick-borne encephalitis,Infectious & Parasitic Diseases
A848,Other tick-borne viral encephalitis,Infectious & Parasitic Diseases
A8481,Powassan virus disease,Infectious & Parasitic Diseases
A8489,Other tick-borne viral encephalitis,Infectious & Parasitic Diseases
A849,"Tick-borne viral encephalitis, unspecified",Infectious & Parasitic Diseases
A850,Enteroviral encephalitis,Infectious & Parasitic Diseases
A851,Adenoviral encephalitis,Infectious & Parasitic Diseases
A852,"Arthropod-borne viral encephalitis, unspecified",Infectious & Parasitic Diseases
A858,Other specified viral encephalitis,Infectious & Parasitic Diseases
A86,Unspecified viral encephalitis,Infectious & Parasitic Diseases
A870,Enteroviral meningitis,Infectious & Parasitic Diseases
A871,Adenoviral meningitis,Infectious & Parasitic Diseases
A872,Lymphocytic choriomeningitis,Infectious & Parasitic Diseases
A878,Other viral meningitis,Infectious & Parasitic Diseases
A879,"Viral meningitis, unspecified",Infectious & Parasitic Diseases
A880,Enteroviral exanthematous fever [Boston exanthem],Infectious & Parasitic Diseases
A881,Epidemic vertigo,Infectious & Parasitic Diseases
A888,Other specified viral infections of central nervous system,Infectious & Parasitic Diseases
A89,Unspecified viral infection of central nervous system,Infectious & Parasitic Diseases
A90,Dengue fever [classical dengue],Infectious & Parasitic Diseases
A91,Dengue hemorrhagic fever,Infectious & Parasitic Diseases
A920,Chikungunya virus disease,Infectious & Parasitic Diseases
A921,O'nyong-nyong fever,Infectious & Parasitic Diseases
A922,Venezuelan equine fever,Infectious & Parasitic Diseases
A9230,"West Nile virus infection, unspecified",Infectious & Parasitic Diseases
A9231,West Nile virus infection with encephalitis,Infectious & Parasitic Diseases
A9232,West Nile virus infection with oth neurologic manifestation,Infectious & Parasitic Diseases
A9239,West Nile virus infection with other complications,Infectious & Parasitic Diseases
A924,Rift Valley fever,Infectious & Parasitic Diseases
A925,Zika virus disease,Infectious & Parasitic Diseases
A928,Other specified mosquito-borne viral fevers,Infectious & Parasitic Diseases
A929,"Mosquito-borne viral fever, unspecified",Infectious & Parasitic Diseases
A930,Oropouche virus disease,Infectious & Parasitic Diseases
A931,Sandfly fever,Infectious & Parasitic Diseases
A932,Colorado tick fever,Infectious & Parasitic Diseases
A938,Other specified arthropod-borne viral fevers,Infectious & Parasitic Diseases
A94,Unspecified arthropod-borne viral fever,Infectious & Parasitic Diseases
A950,Sylvatic yellow fever,Infectious & Parasitic Diseases
A951,Urban yellow fever,Infectious & Parasitic Diseases
A959,"Yellow fever, unspecified",Infectious & Parasitic Diseases
A960,Junin hemorrhagic fever,Infectious & Parasitic Diseases
A961,Machupo hemorrhagic fever,Infectious & Parasitic Diseases
A962,Lassa fever,Infectious & Parasitic Diseases
A968,Other arenaviral hemorrhagic fevers,Infectious & Parasitic Diseases
A969,"Arenaviral hemorrhagic fever, unspecified",Infectious & Parasitic Diseases
A980,Crimean-Congo hemorrhagic fever,Infectious & Parasitic Diseases
A981,Omsk hemorrhagic fever,Infectious & Parasitic Diseases
A982,Kyasanur Forest disease,Infectious & Parasitic Diseases
A983,Marburg virus disease,Infectious & Parasitic Diseases
A984,Ebola virus disease,Infectious & Parasitic Diseases
A985,Hemorrhagic fever with renal syndrome,Infectious & Parasitic Diseases
A988,Other specified viral hemorrhagic fevers,Infectious & Parasitic Diseases
A99,Unspecified viral hemorrhagic fever,Infectious & Parasitic Diseases
B000,Eczema herpeticum,Infectious & Parasitic Diseases
B001,Herpesviral vesicular dermatitis,Infectious & Parasitic Diseases
B002,Herpesviral gingivostomatitis and pharyngotonsillitis,Infectious & Parasitic Diseases
B003,Herpesviral meningitis,Infectious & Parasitic Diseases
B004,Herpesviral encephalitis,Infectious & Parasitic Diseases
B0050,"Herpesviral ocular disease, unspecified",Infectious & Parasitic Diseases
B0051,Herpesviral iridocyclitis,Infectious & Parasitic Diseases
B0052,Herpesviral keratitis,Infectious & Parasitic Diseases
B0053,Herpesviral conjunctivitis,Infectious & Parasitic Diseases
B0059,Other herpesviral disease of eye,Infectious & Parasitic Diseases
B007,Disseminated herpesviral disease,Infectious & Parasitic Diseases
B0081,Herpesviral hepatitis,Infectious & Parasitic Diseases
B0082,Herpes simplex myelitis,Infectious & Parasitic Diseases
B0089,Other herpesviral infection,Infectious & Parasitic Diseases
B009,"Herpesviral infection, unspecified",Infectious & Parasitic Diseases
B010,Varicella meningitis,Infectious & Parasitic Diseases
B0111,Varicella encephalitis and encephalomyelitis,Infectious & Parasitic Diseases
B0112,Varicella myelitis,Infectious & Parasitic Diseases
B012,Varicella pneumonia,Infectious & Parasitic Diseases
B0181,Varicella keratitis,Infectious & Parasitic Diseases
B0189,Other varicella complications,Infectious & Parasitic Diseases
B019,Varicella without complication,Infectious & Parasitic Diseases
B020,Zoster encephalitis,Infectious & Parasitic Diseases
B021,Zoster meningitis,Infectious & Parasitic Diseases
B0221,Postherpetic geniculate ganglionitis,Infectious & Parasitic Diseases
B0222,Postherpetic trigeminal neuralgia,Infectious & Parasitic Diseases
B0223,Postherpetic polyneuropathy,Infectious & Parasitic Diseases
B0224,Postherpetic myelitis,Infectious & Parasitic Diseases
B0229,Other postherpetic nervous system involvement,Infectious & Parasitic Diseases
B0230,"Zoster ocular disease, unspecified",Infectious & Parasitic Diseases
B0231,Zoster conjunctivitis,Infectious & Parasitic Diseases
B0232,Zoster iridocyclitis,Infectious & Parasitic Diseases
B0233,Zoster keratitis,Infectious & Parasitic Diseases
B0234,Zoster scleritis,Infectious & Parasitic Diseases
B0239,Other herpes zoster eye disease,Infectious & Parasitic Diseases
B027,Disseminated zoster,Infectious & Parasitic Diseases
B028,Zoster with other complications,Infectious & Parasitic Diseases
B029,Zoster without complications,Infectious & Parasitic Diseases
B03,Smallpox,Infectious & Parasitic Diseases
B04,Monkeypox,Infectious & Parasitic Diseases
B050,Measles complicated by encephalitis,Infectious & Parasitic Diseases
B051,Measles complicated by meningitis,Infectious & Parasitic Diseases
B052,Measles complicated by pneumonia,Infectious & Parasitic Diseases
B053,Measles complicated by otitis media,Infectious & Parasitic Diseases
B054,Measles with intestinal complications,Infectious & Parasitic Diseases
B0581,Measles keratitis and keratoconjunctivitis,Infectious & Parasitic Diseases
B0589,Other measles complications,Infectious & Parasitic Diseases
B059,Measles without complication,Infectious & Parasitic Diseases
B0600,"Rubella with neurological complication, unspecified",Infectious & Parasitic Diseases
B0601,Rubella encephalitis,Infectious & Parasitic Diseases
B0602,Rubella meningitis,Infectious & Parasitic Diseases
B0609,Other neurological complications of rubella,Infectious & Parasitic Diseases
B0681,Rubella pneumonia,Infectious & Parasitic Diseases
B0682,Rubella arthritis,Infectious & Parasitic Diseases
B0689,Other rubella complications,Infectious & Parasitic Diseases
B069,Rubella without complication,Infectious & Parasitic Diseases
B070,Plantar wart,Infectious & Parasitic Diseases
B078,Other viral warts,Infectious & Parasitic Diseases
B079,"Viral wart, unspecified",Infectious & Parasitic Diseases
B08010,Cowpox,Infectious & Parasitic Diseases
B08011,Vaccinia not from vaccine,Infectious & Parasitic Diseases
B0802,Orf virus disease,Infectious & Parasitic Diseases
B0803,Pseudocowpox [milker's node],Infectious & Parasitic Diseases
B0804,"Paravaccinia, unspecified",Infectious & Parasitic Diseases
B0809,Other orthopoxvirus infections,Infectious & Parasitic Diseases
B081,Molluscum contagiosum,Infectious & Parasitic Diseases
B0820,"Exanthema subitum [sixth disease], unspecified",Infectious & Parasitic Diseases
B0821,Exanthema subitum [sixth disease] due to human herpesvirus 6,Infectious & Parasitic Diseases
B0822,Exanthema subitum [sixth disease] due to human herpesvirus 7,Infectious & Parasitic Diseases
B083,Erythema infectiosum [fifth disease],Infectious & Parasitic Diseases
B084,Enteroviral vesicular stomatitis with exanthem,Infectious & Parasitic Diseases
B085,Enteroviral vesicular pharyngitis,Infectious & Parasitic Diseases
B0860,"Parapoxvirus infection, unspecified",Infectious & Parasitic Diseases
B0861,Bovine stomatitis,Infectious & Parasitic Diseases
B0862,Sealpox,Infectious & Parasitic Diseases
